WA,WA_Name,plan_code,Issue Date,cntrct_code,app_recvd_date,annual_premium,issue_state,policy_nbr,paid_to_date,first_name,last_name,insured_address,insured_city,zip,draft_date,coverage_amount,Mode,tobacco,insured_ssn_last4,agent_first_name,agent_last_name,agent_email,insured_email,insured_phone_no,Contract Reason,Contract Date,Term Date,last_premium_applied,billing_method,gender
IUBICIML,SARAH WILLIAMS,SP500 FL,20231004,T,20230927,3657.54,NC,GTL0565263V,20231201,David,Davis,4710 ELM ST,Greensboro,49860,20231212,5000,Annual,N,6956,Sarah,Williams,sarah.williams9@insurancecorp.com,DAVIDDAVIS56@email.com,8009902540,NSF,20231004,20231016,20231023,DIR,F
789DN4GQ,MELISSA SCOTT,WL12S PA,20210803,T,20210614,4425.49,IL,GTL0838299X,20220202,Elizabeth,Allen,252 MAIN ST,Rockford,69663,20220129,5000,Quarterly,N,9740,Melissa,Scott,melissa.scott2@insurancecorp.com,ELIZABETHALLEN82@email.com,8008365399,Cancelled,20210803,20211121,20211209,DIR,F
OM83YFG1,SARAH JACKSON,LIF20 AZ,20250512,T,20250403,2000.45,TX,GTL1685063Y,20250921,Amanda,Miller,2320 MAIN ST,Austin,04721,,12000,Annual,Y,7553,Sarah,Jackson,sarah.jackson7@insurancecorp.com,AMANDAMILLER53@email.com,8004759786,CONV,20250512,,20250819,CHECK,F
LB5OD0QV,MICHAEL HARRIS,UL05G CA,20220119,R,20211025,2740.76,PA,GTL7311174Y,20220904,Melissa,Anderson,9558 PINE ST,Harrisburg,85072,,25000,Annual,Y,2673,Michael,Harris,michael.harris8@insurancecorp.com,MELISSAANDERSON84@email.com,8003463936,Cancelled,20220119,20221008,20220816,DIR,F
QH9YAUJ4,JESSICA THOMPSON,LIF20 AZ,20260211,C,20260121,2165.37,CO,GTL7619035V,20260804,Sophia,Lee,277 PINE ST,Colorado Springs,82325,,25000,Quarterly,N,0312,Jessica,Thompson,jessica.thompson7@insurancecorp.com,SOPHIALEE79@email.com,8000286317,N/A,20260211,,20260730,DIR,F
AIVN4745,ASHLEY TAYLOR,SP500 FL,20241004,T,20240920,4874.63,GA,GTL1146326H,20250330,Michael,Lopez,4367 ELM ST,Columbus,48901,,10000,Semi-Annual,Y,9429,Ashley,Taylor,ashley.taylor7@insurancecorp.com,MICHAELLOPEZ10@email.com,8002897444,Cancelled,20241004,20241028,20250205,MAIL,F
I9UGH14I,VICTORIA HARRIS,UL05G CA,20210515,C,20210424,941.99,AZ,GTL0548750C,20220420,Sophia,Lewis,3840 MAPLE ST,Tucson,36571,,10000,Semi-Annual,Y,2698,Victoria,Harris,victoria.harris8@insurancecorp.com,SOPHIALEWIS11@email.com,8004442297,,20210515,,20220408,DIR,M
2T07ZVX7,JESSICA WHITE,WL12G PA,20240402,C,20240122,1359.36,TX,GTL2122022X,20240412,Nicole,Moore,2038 PINE ST,San Antonio,02001,,5000,Semi-Annual,Y,1946,Jessica,White,jessica.white8@insurancecorp.com,NICOLEMOORE97@email.com,8005143560,Cancelled,20240402,20240712,20240213,CHECK,F
LH3Z6NKD,EMILY JACKSON,WL12G PA,20220112,R,20211118,549.47,NJ,GTL2656726T,20221108,James,Rodriguez,9346 ELM ST,Paterson,96088,,8000,Annual,Y,7432,Emily,Jackson,emily.jackson2@insurancecorp.com,JAMESRODRIGUEZ30@email.com,8001028990,NSF,20220112,20220112,20221013,CHECK,F
0L8AJYSJ,GEORGE SMITH,UL05G CA,20250810,R,20250808,3327.3,GA,GTL0398857L,20260617,Melissa,Martin,2383 OAK ST,Atlanta,06454,,50000,Annual,Y,9533,George,Smith,george.smith9@insurancecorp.com,MELISSAMARTIN31@email.com,8008119254,Credit Card Declined,20250810,20250811,20260508,CHECK,F
LD39UHYD,CHRIS MARTIN,LIF20 AZ,20240722,R,20240607,2784.19,NY,GTL0190493K,20241119,Robert,Lee,822 MAIN ST,Rochester,37578,20241118,8000,Semi-Annual,Y,7491,Chris,Martin,chris.martin3@insurancecorp.com,ROBERTLEE95@email.com,8006638593,CONV,20240722,,20240922,MAIL,M
4VBFAAFT,MELISSA JONES,UL05G CA,20241016,A,20240724,2590.23,WA,GTL1187178E,20250721,William,Jackson,1128 MAPLE ST,Tacoma,23715,,50000,Semi-Annual,N,8673,Melissa,Jones,melissa.jones6@insurancecorp.com,WILLIAMJACKSON99@email.com,8009140648,Credit Card Declined,20241016,20241016,20250615,MAIL,F
8X9QFF1R,KEVIN TAYLOR,UL05G CA,20230728,C,20230615,3102.35,AZ,GTL5571198C,20240525,George,Walker,2684 ELM ST,Tucson,15704,20240513,8000,Annual,N,4800,Kevin,Taylor,kevin.taylor9@insurancecorp.com,GEORGEWALKER72@email.com,8001204055,Check Returned,20230728,20230821,20240525,PAC,M
I18R5B0K,EMILY TAYLOR,WL10R TX,20230102,T,20221225,861.69,MA,GTL7641739B,20230313,Ryan,Allen,2861 MAPLE ST,Springfield,02845,,8000,Semi-Annual,Y,7391,Emily,Taylor,emily.taylor3@insurancecorp.com,RYANALLEN75@email.com,8004632643,Cancelled,20230102,20230105,20230304,MAIL,F
5HPXBM9W,JOHN MOORE,UL05G CA,20220102,T,20211012,4109.33,MI,GTL4536925B,20220408,Victoria,Martin,6570 MAPLE ST,Detroit,55667,,10000,Annual,Y,9954,John,Moore,john.moore8@insurancecorp.com,VICTORIAMARTIN47@email.com,8002847928,Cancelled,20220102,20220103,20220207,PAC,F
5I8H74LD,MICHAEL JOHNSON,UL05G CA,20210501,A,20210224,2718.44,AZ,GTL5408325E,20210601,Matthew,Martinez,3884 OAK ST,Mesa,02532,,50000,Monthly,Y,0469,Michael,Johnson,michael.johnson8@insurancecorp.com,MATTHEWMARTINEZ17@email.com,8002895418,Cancelled,20210501,20210703,20210404,MAIL,F
NR6UZHH7,VICTORIA SMITH,TRM20 NY,20240204,T,20231124,2185.54,GA,GTL8277356X,20240607,George,Anderson,7362 MAIN ST,Columbus,91591,,5000,Quarterly,N,8266,Victoria,Smith,victoria.smith3@insurancecorp.com,GEORGEANDERSON56@email.com,8000715599,Cancelled,20240204,20240529,20240428,MAIL,F
TZ8XUEHW,MEGAN HARRIS,TRM20 NY,20260115,R,20251226,4447.92,WA,GTL7962278V,20270106,Daniel,Davis,711 MAPLE ST,Seattle,33787,,50000,Annual,N,2453,Megan,Harris,megan.harris7@insurancecorp.com,DANIELDAVIS50@email.com,8002282010,,20260115,,20261231,MAIL,M
I58CYW97,SOPHIA TAYLOR,TRM20 NY,20220116,R,20211125,3175.5,NY,GTL6091099B,20220927,William,Anderson,9984 PINE ST,New York,65029,,8000,Annual,N,0626,Sophia,Taylor,sophia.taylor4@insurancecorp.com,WILLIAMANDERSON41@email.com,8000247709,Check Returned,20220116,20220116,20220904,PAC,F
BH8K2O05,NICOLE JACKSON,SP500 FL,20230506,R,20230320,2938.21,NC,GTL4634675V,20230817,Chloe,Jones,8828 MAIN ST,Raleigh,67919,,5000,Quarterly,Y,8344,Nicole,Jackson,nicole.jackson9@insurancecorp.com,CHLOEJONES15@email.com,8001545038,Account Closed,20230506,20230511,20230627,DIR,F
RD44F3BL,KEVIN HERNANDEZ,PUL99 WA,20250307,A,20250126,4512.65,IL,GTL4688823D,20260214,Brian,Young,3972 MAPLE ST,Rockford,58407,,10000,Monthly,Y,1094,Kevin,Hernandez,kevin.hernandez6@insurancecorp.com,BRIANYOUNG58@email.com,8003147601,Cancelled,20250307,20250421,20251230,PAC,M
GF0M2FX7,GEORGE DAVIS,WL10R TX,20250114,T,20241216,3425.59,MI,GTL7992671M,20250710,Jessica,Clark,6687 MAPLE ST,Sterling Heights,39407,20250701,25000,Semi-Annual,N,4024,George,Davis,george.davis4@insurancecorp.com,JESSICACLARK98@email.com,8001577196,NSF,20250114,20250120,20250518,CHECK,M
9GP931QQ,MATTHEW MARTINEZ,WL10R TX,20220812,R,20220706,652.07,MA,GTL8196035J,20221107,Victoria,Martinez,1285 ELM ST,Boston,75269,,100000,Semi-Annual,N,8361,Matthew,Martinez,matthew.martinez1@insurancecorp.com,VICTORIAMARTINEZ91@email.com,8000783051,Check Returned,20220812,20230709,20221028,DIR,F
JZBMUXXU,DAVID TAYLOR,WL12G PA,20240501,A,20240418,2543.69,CO,GTL7406484R,20250131,James,Moore,9386 MAIN ST,Colorado Springs,50516,,10000,Quarterly,Y,7871,David,Taylor,david.taylor7@insurancecorp.com,JAMESMOORE93@email.com,8003442877,Cancelled,20240501,20240513,20250124,MAIL,M
W9RVJ20S,MELISSA CLARK,UL05G CA,20250222,T,20250129,4864.94,GA,GTL0066012H,20250523,Chris,Lopez,3598 MAIN ST,Columbus,79256,,100000,Semi-Annual,Y,3935,Melissa,Clark,melissa.clark6@insurancecorp.com,CHRISLOPEZ63@email.com,8008012519,Account Closed,20250222,20250222,20250403,PAC,M
FSGL1J59,GRACE WILLIAMS,UL05G CA,20211022,R,20210917,4351.61,WA,GTL4726743K,20211227,Matthew,White,5558 MAPLE ST,Spokane,76124,20220107,8000,Semi-Annual,Y,7579,Grace,Williams,grace.williams3@insurancecorp.com,MATTHEWWHITE55@email.com,8006307037,RERAT,20211022,,20211209,MAIL,M
0NYY5ZDN,EMILY JONES,WL10R TX,20260119,C,20251126,4363.83,CO,GTL2158178B,20260815,Jane,Scott,631 PINE ST,Aurora,91475,,25000,Monthly,Y,6641,Emily,Jones,emily.jones9@insurancecorp.com,JANESCOTT26@email.com,8002990652,REI,20260119,,20260727,CHECK,M
ZVFKABKQ,ANDREW JONES,LIF20 AZ,20240126,T,20231210,4282.54,WA,GTL4978915B,20240331,Chloe,Anderson,8803 PINE ST,Seattle,08763,,100000,Quarterly,Y,4776,Andrew,Jones,andrew.jones1@insurancecorp.com,CHLOEANDERSON39@email.com,8002252681,,20240126,,20240315,DIR,M
I8SKXI0M,MATTHEW HARRIS,LIF20 AZ,20230108,T,20221104,2732.51,AZ,GTL7295273V,20240101,Lauren,Wilson,5089 OAK ST,Tucson,73251,,8000,Quarterly,Y,8679,Matthew,Harris,matthew.harris8@insurancecorp.com,LAURENWILSON95@email.com,8001299106,Credit Card Declined,20230108,20230402,20231201,PAC,M
AMK5C5V2,MICHAEL MILLER,WL10R TX,20240628,R,20240605,1800.31,PA,GTL0970415X,20240726,Matthew,Garcia,3772 MAPLE ST,Philadelphia,47015,,5000,Semi-Annual,Y,6083,Michael,Miller,michael.miller2@insurancecorp.com,MATTHEWGARCIA32@email.com,8003001800,CONV,20240628,,20240612,CHECK,F
YB6TAVH3,JOHN LEWIS,PUL99 WA,20240307,A,20240217,1986.47,CO,GTL3797995N,20250220,William,Hernandez,4983 OAK ST,Aurora,43040,,100000,Annual,Y,0472,John,Lewis,john.lewis3@insurancecorp.com,WILLIAMHERNANDEZ89@email.com,8004650433,N/A,20240307,,20250124,CHECK,F
MB17RU70,BRIAN WHITE,UL05G CA,20251201,R,20251002,2497.57,MA,GTL9825786G,20260911,Kevin,Thomas,5908 MAPLE ST,Springfield,85222,,12000,Annual,Y,1475,Brian,White,brian.white5@insurancecorp.com,KEVINTHOMAS57@email.com,8006571479,N/A,20251201,,20260911,CHECK,F
OOUPKUGN,DAVID WILSON,SP500 FL,20250510,R,20250408,4278.64,MA,GTL7739972Q,20250902,Michael,Brown,8218 MAPLE ST,Springfield,18823,,10000,Annual,N,4572,David,Wilson,david.wilson1@insurancecorp.com,MICHAELBROWN14@email.com,8004331486,LP,20250510,,20250730,MAIL,F
SYHXZWKZ,ELIZABETH MARTINEZ,UL05G CA,20240405,A,20240325,2115.81,PA,GTL8163451B,20240516,Lauren,Taylor,564 ELM ST,Harrisburg,11869,20240530,100000,Quarterly,N,5504,Elizabeth,Martinez,elizabeth.martinez1@insurancecorp.com,LAURENTAYLOR38@email.com,8009650954,Cancelled,20240405,20240408,20240420,DIR,F
2T8GIG4I,RYAN THOMAS,PUL99 WA,20250721,A,20250501,3029.35,WA,GTL8780428W,20260108,Victoria,Jackson,1338 MAPLE ST,Spokane,65591,,100000,Semi-Annual,Y,3295,Ryan,Thomas,ryan.thomas6@insurancecorp.com,VICTORIAJACKSON89@email.com,8008281265,REI,20250721,,20251208,CHECK,F
F64DYY8W,GRACE BROWN,TRM20 NY,20240328,R,20240117,4952.01,CO,GTL7372401H,20241101,Matthew,White,9398 ELM ST,Denver,74707,,12000,Semi-Annual,Y,1110,Grace,Brown,grace.brown2@insurancecorp.com,MATTHEWWHITE94@email.com,8008932960,NSF,20240328,20250128,20241031,PAC,F
H70WOQ0T,GRACE CLARK,UL05G CA,20240508,A,20240227,735.96,NY,GTL9287383D,20240611,Ashley,Williams,7141 PINE ST,Rochester,96026,20240624,10000,Annual,N,2974,Grace,Clark,grace.clark7@insurancecorp.com,ASHLEYWILLIAMS86@email.com,8008517026,LP,20240508,,20240415,DIR,M
4B3NY9WT,RYAN ALLEN,WL12G PA,20241224,C,20241104,2273.2,GA,GTL3770240V,20251018,Henry,Rodriguez,5665 OAK ST,Atlanta,44212,,12000,Monthly,Y,9782,Ryan,Allen,ryan.allen2@insurancecorp.com,HENRYRODRIGUEZ71@email.com,8005110984,Cancelled,20241224,20250107,20250910,PAC,M
W41DXLVE,LAUREN ALLEN,PUL99 WA,20231222,A,20231220,4650.18,TX,GTL2920546L,20241015,Daniel,Young,5832 OAK ST,San Antonio,80372,,12000,Annual,N,1678,Lauren,Allen,lauren.allen1@insurancecorp.com,DANIELYOUNG12@email.com,8005011602,Credit Card Declined,20231222,20240326,20240925,DIR,F
KM1CAQYX,JAMES GARCIA,SP500 FL,20220301,C,20211222,4859.46,NY,GTL3358308E,20220821,George,Anderson,3153 MAIN ST,Albany,54181,,12000,Annual,N,4812,James,Garcia,james.garcia7@insurancecorp.com,GEORGEANDERSON81@email.com,8001716208,Check Returned,20220301,20220301,20220727,DIR,F
0989PCYV,ROBERT THOMPSON,SP500 FL,20210505,A,20210304,1706.9,AZ,GTL6087711D,20210516,Jessica,Young,8621 ELM ST,Mesa,23209,,8000,Monthly,N,9882,Robert,Thompson,robert.thompson7@insurancecorp.com,JESSICAYOUNG97@email.com,8008420349,Cancelled,20210505,20210505,20210504,MAIL,F
IFENDFQZ,SARAH BROWN,WL12S PA,20250511,R,20250227,770.27,WA,GTL0746912X,20260107,Andrew,Brown,9329 MAPLE ST,Spokane,71969,,10000,Quarterly,Y,4129,Sarah,Brown,sarah.brown5@insurancecorp.com,ANDREWBROWN63@email.com,8005541672,Cancelled,20250511,20250619,20251124,PAC,M
9JAAOGHU,CHRIS TAYLOR,WL12G PA,20220621,C,20220422,3235.93,IL,GTL0916809G,20220812,Ryan,Taylor,405 MAIN ST,Chicago,67595,,5000,Annual,Y,0242,Chris,Taylor,chris.taylor8@insurancecorp.com,RYANTAYLOR18@email.com,8005134984,NSF,20220621,20220622,20220726,PAC,F
6A7GU6AP,JANE LEWIS,WL12S PA,20231006,A,20231003,2134.33,MI,GTL6737008K,20240321,Victoria,Allen,2127 ELM ST,Sterling Heights,05899,,8000,Monthly,N,5019,Jane,Lewis,jane.lewis1@insurancecorp.com,VICTORIAALLEN37@email.com,8002157759,NSF,20231006,20240209,20240204,DIR,F
FYC5QT2J,JANE THOMPSON,LIF20 AZ,20250120,C,20241109,1692.56,IL,GTL2880196T,20250811,Ryan,White,8089 MAPLE ST,Peoria,02333,,12000,Quarterly,N,1641,Jane,Thompson,jane.thompson3@insurancecorp.com,RYANWHITE11@email.com,8003216556,REI,20250120,,20250712,PAC,M
CFAUD9OX,JANE ANDERSON,WL12G PA,20250608,T,20250515,2551.03,NY,GTL6138962N,20250929,Matthew,Lee,4345 MAPLE ST,Rochester,80921,,8000,Annual,Y,0070,Jane,Anderson,jane.anderson5@insurancecorp.com,MATTHEWLEE45@email.com,8003264471,Cancelled,20250608,20250608,20250820,DIR,M
WH9XIEG0,MATTHEW JACKSON,UL05G CA,20230728,R,20230510,4228.03,MI,GTL8007883S,20230825,Michael,Lee,1475 PINE ST,Warren,91313,,50000,Quarterly,Y,2924,Matthew,Jackson,matthew.jackson7@insurancecorp.com,MICHAELLEE97@email.com,8000138690,Cancelled,20230728,20231114,20230701,CHECK,M
QXT0B6BA,MELISSA LEWIS,UL05G CA,20251027,T,20250831,3875.38,FL,GTL0742901Q,20260225,Melissa,Smith,286 ELM ST,Miami,93015,20260225,100000,Semi-Annual,N,8697,Melissa,Lewis,melissa.lewis1@insurancecorp.com,MELISSASMITH83@email.com,8001644298,NSF,20251027,20251118,20260102,CHECK,M
AAFL9ST6,DANIEL RODRIGUEZ,SP500 FL,20251024,C,20250731,4352.82,WA,GTL4300345Z,20260422,David,Clark,574 MAPLE ST,Seattle,53299,,12000,Monthly,Y,3490,Daniel,Rodriguez,daniel.rodriguez9@insurancecorp.com,DAVIDCLARK99@email.com,8003307035,CONV,20251024,,20260413,MAIL,F
Q4R8EMFI,JESSICA ALLEN,SP500 FL,20250628,T,20250505,1346.96,NC,GTL6478518H,20260320,Sophia,Martinez,2648 MAPLE ST,Charlotte,95235,,50000,Annual,N,5347,Jessica,Allen,jessica.allen6@insurancecorp.com,SOPHIAMARTINEZ90@email.com,8003087958,NSF,20250628,20250628,20260315,DIR,F
QMDI7OZ3,SARAH WILSON,WL12S PA,20230618,C,20230427,2100.31,GA,GTL6808097W,20230706,Ashley,Allen,7604 MAIN ST,Atlanta,60453,20230702,100000,Monthly,N,1829,Sarah,Wilson,sarah.wilson4@insurancecorp.com,ASHLEYALLEN46@email.com,8003126979,Cancelled,20230618,20230628,20230613,CHECK,F
F4MO04WL,DANIEL THOMAS,LIF20 AZ,20230916,R,20230624,1963.45,WA,GTL2287147B,20240105,Jane,Williams,4424 PINE ST,Spokane,46780,,50000,Annual,Y,2760,Daniel,Thomas,daniel.thomas9@insurancecorp.com,JANEWILLIAMS60@email.com,8005740817,Cancelled,20230916,20231226,20231119,MAIL,M
7GZN0WT9,ELIZABETH MARTIN,LIF20 AZ,20221029,C,20220813,3217.95,WA,GTL5085649Q,20230717,Jane,Thompson,1658 MAPLE ST,Tacoma,76735,20230707,12000,Semi-Annual,N,4686,Elizabeth,Martin,elizabeth.martin6@insurancecorp.com,JANETHOMPSON19@email.com,8001624502,Check Returned,20221029,20221105,20230625,PAC,M
FWKUODQ3,BRIAN WALKER,LIF20 AZ,20250610,T,20250412,842.59,FL,GTL0007848Q,20260411,Chris,Taylor,7679 ELM ST,Jacksonville,87512,,5000,Semi-Annual,Y,9815,Brian,Walker,brian.walker5@insurancecorp.com,CHRISTAYLOR65@email.com,8006872330,Cancelled,20250610,20250612,20260228,MAIL,M
LBK5LESJ,LAUREN GARCIA,PUL99 WA,20250806,R,20250620,4314.53,AZ,GTL4176258E,20250920,David,Martinez,765 ELM ST,Phoenix,40742,,12000,Quarterly,N,5472,Lauren,Garcia,lauren.garcia4@insurancecorp.com,DAVIDMARTINEZ77@email.com,8002303976,N/A,20250806,,20250910,MAIL,F
1H7KDFFG,HENRY ANDERSON,LIF20 AZ,20230905,A,20230711,729.03,TX,GTL4130979V,20231117,Sophia,Brown,7425 MAPLE ST,Houston,48944,,25000,Monthly,Y,4965,Henry,Anderson,henry.anderson1@insurancecorp.com,SOPHIABROWN46@email.com,8000194763,,20230905,,20231117,DIR,F
84E97Q5B,ROBERT LOPEZ,WL12G PA,20231114,A,20230829,522.01,MI,GTL5662799N,20240302,Kevin,Anderson,3042 PINE ST,Sterling Heights,36162,,12000,Monthly,N,0852,Robert,Lopez,robert.lopez7@insurancecorp.com,KEVINANDERSON26@email.com,8009055062,Credit Card Declined,20231114,20240806,20240224,MAIL,M
PE3BUTL6,EMILY MARTIN,PUL99 WA,20250326,C,20241229,1298.89,CO,GTL0880584E,20251015,Chloe,White,4782 MAIN ST,Colorado Springs,68012,,12000,Monthly,Y,5946,Emily,Martin,emily.martin2@insurancecorp.com,CHLOEWHITE88@email.com,8005137417,Cancelled,20250326,20250506,20250816,PAC,M
R75S8UV5,NICOLE HARRIS,SP500 FL,20250413,A,20250313,2811.69,CO,GTL8762811V,20260223,William,Miller,2875 MAIN ST,Aurora,32889,,10000,Semi-Annual,N,9366,Nicole,Harris,nicole.harris3@insurancecorp.com,WILLIAMMILLER14@email.com,8001747157,CONV,20250413,,20260216,CHECK,M
1DEUBKT4,NICOLE LOPEZ,UL05G CA,20230602,R,20230309,562.68,PA,GTL7170616I,20231106,William,Lee,6128 ELM ST,Pittsburgh,77211,,50000,Annual,Y,8426,Nicole,Lopez,nicole.lopez2@insurancecorp.com,WILLIAMLEE35@email.com,8001201734,Cancelled,20230602,20230612,20231002,MAIL,M
HJA90S9T,ASHLEY JOHNSON,UL05G CA,20251111,A,20250822,4055.52,IL,GTL2460565H,20260105,Elizabeth,Davis,3691 MAPLE ST,Aurora,39268,,8000,Quarterly,Y,4769,Ashley,Johnson,ashley.johnson6@insurancecorp.com,ELIZABETHDAVIS73@email.com,8009819006,Credit Card Declined,20251111,20251113,20260101,CHECK,F
DR3XV89C,JANE WILLIAMS,WL12S PA,20260115,A,20260113,1040.1,MA,GTL5578077U,20260122,Brian,Scott,3128 MAIN ST,Boston,05144,,10000,Quarterly,Y,2700,Jane,Williams,jane.williams5@insurancecorp.com,BRIANSCOTT35@email.com,8003288622,N/A,20260115,,20251126,PAC,F
XWWMBW5X,MICHAEL JONES,LIF20 AZ,20210530,R,20210329,4796.75,NJ,GTL3536262D,20211201,Kevin,Smith,8816 OAK ST,Paterson,54027,20211208,10000,Monthly,Y,5280,Michael,Jones,michael.jones4@insurancecorp.com,KEVINSMITH27@email.com,8005308100,Cancelled,20210530,20210731,20211031,CHECK,M
UMFCA1DO,MATTHEW WILSON,UL05G CA,20230421,T,20230130,3385.86,PA,GTL9123711F,20240220,Megan,Davis,1700 ELM ST,Pittsburgh,74041,20240216,25000,Semi-Annual,Y,9407,Matthew,Wilson,matthew.wilson4@insurancecorp.com,MEGANDAVIS47@email.com,8001288746,Account Closed,20230421,20230722,20240219,PAC,M
8K18S2NX,DANIEL CLARK,UL05G CA,20241021,T,20240826,4360.68,GA,GTL3988087Q,20250125,Michael,Brown,3531 OAK ST,Atlanta,84963,,50000,Monthly,Y,8572,Daniel,Clark,daniel.clark1@insurancecorp.com,MICHAELBROWN46@email.com,8001876381,CONV,20241021,,20241129,PAC,F
7GHBQBPK,CHLOE WHITE,LIF20 AZ,20240417,A,20240122,3544.86,CO,GTL5927201Q,20241231,Amanda,Wilson,7131 MAPLE ST,Denver,46146,,10000,Monthly,Y,1341,Chloe,White,chloe.white8@insurancecorp.com,AMANDAWILSON75@email.com,8006577429,Account Closed,20240417,20240606,20241110,MAIL,F
T9OIQAIX,JOHN SMITH,PUL99 WA,20220405,C,20220204,3803.64,WA,GTL9673972Q,20220529,Brian,Harris,5580 MAPLE ST,Tacoma,47966,,100000,Annual,Y,7746,John,Smith,john.smith5@insurancecorp.com,BRIANHARRIS62@email.com,8009092501,Cancelled,20220405,20220509,20220430,CHECK,M
K18I5FYV,NICOLE THOMPSON,WL10R TX,20230527,T,20230505,3703.2,CO,GTL1185808D,20230629,Victoria,Johnson,3945 MAPLE ST,Aurora,69840,,12000,Semi-Annual,Y,3363,Nicole,Thompson,nicole.thompson9@insurancecorp.com,VICTORIAJOHNSON78@email.com,8001165798,Cancelled,20230527,20230604,20230430,PAC,F
JEUV878M,DAVID SCOTT,WL12G PA,20240324,C,20240211,2916.8,FL,GTL6369626H,20240529,Robert,Scott,9116 ELM ST,Orlando,69616,20240528,50000,Monthly,N,8606,David,Scott,david.scott5@insurancecorp.com,ROBERTSCOTT73@email.com,8009357873,NSF,20240324,20240324,20240517,CHECK,M
GWGHH5W1,JOHN MARTIN,SP500 FL,20230517,T,20230413,4506.03,OH,GTL8082104C,20240308,Robert,Jackson,738 OAK ST,Toledo,59870,,25000,Semi-Annual,N,8958,John,Martin,john.martin5@insurancecorp.com,ROBERTJACKSON82@email.com,8005959815,Account Closed,20230517,20230531,20240212,PAC,F
RQLT60IJ,CHRIS GARCIA,WL12S PA,20220831,C,20220829,1965.98,WA,GTL3896391C,20221121,Emily,Lee,6277 MAIN ST,Tacoma,61043,,100000,Semi-Annual,Y,9011,Chris,Garcia,chris.garcia4@insurancecorp.com,EMILYLEE83@email.com,8003917072,Credit Card Declined,20220831,20221218,20220930,DIR,M
KIDAKDQ1,KEVIN BROWN,WL10R TX,20240330,R,20240125,1434.46,NJ,GTL2304586N,20240521,Emily,Hall,3102 OAK ST,Jersey City,37492,,5000,Annual,Y,2551,Kevin,Brown,kevin.brown6@insurancecorp.com,EMILYHALL48@email.com,8004620917,Cancelled,20240330,20240507,20240424,CHECK,M
776611MA,DAVID LEWIS,WL12G PA,20231224,R,20231004,2521.83,NC,GTL5156409Q,20240717,Sophia,Young,6860 MAIN ST,Greensboro,90646,,8000,Quarterly,N,7556,David,Lewis,david.lewis2@insurancecorp.com,SOPHIAYOUNG67@email.com,8004604032,Cancelled,20231224,20240518,20240617,CHECK,F
UAJ4SZV7,ELIZABETH THOMAS,TRM20 NY,20260103,R,20251226,1636.34,GA,GTL7665701L,20260226,Lauren,Lewis,7349 MAPLE ST,Augusta,02755,,50000,Semi-Annual,N,3335,Elizabeth,Thomas,elizabeth.thomas1@insurancecorp.com,LAURENLEWIS21@email.com,8008055189,REI,20260103,,20251230,PAC,M
2YXGJIHB,KEVIN BROWN,UL05G CA,20250807,A,20250731,3591.9,OH,GTL0041233Y,20260408,Chris,Miller,2828 MAIN ST,Cincinnati,49217,,8000,Semi-Annual,Y,5211,Kevin,Brown,kevin.brown6@insurancecorp.com,CHRISMILLER53@email.com,8002184584,Cancelled,20250807,20250905,20260319,MAIL,M
QLRJWOZJ,SOPHIA LEE,SP500 FL,20250702,C,20250406,2547.04,CA,GTL7528969A,20260605,Megan,White,1923 MAPLE ST,San Francisco,29440,,12000,Quarterly,Y,7788,Sophia,Lee,sophia.lee3@insurancecorp.com,MEGANWHITE44@email.com,8007227304,Account Closed,20250702,20250729,20260427,CHECK,M
20S3XFFK,MEGAN BROWN,WL10R TX,20240330,C,20240317,1160.63,MA,GTL9518717W,20240625,Michael,Lopez,6677 ELM ST,Boston,96136,,12000,Quarterly,Y,8585,Megan,Brown,megan.brown1@insurancecorp.com,MICHAELLOPEZ87@email.com,8002153066,Cancelled,20240330,20240331,20240529,CHECK,F
BLOT1YR0,WILLIAM SMITH,UL05G CA,20250212,C,20250108,803.2,NJ,GTL3496116Q,20250220,Kevin,Rodriguez,2451 MAIN ST,Newark,86327,,50000,Quarterly,N,8509,William,Smith,william.smith1@insurancecorp.com,KEVINRODRIGUEZ31@email.com,8003929820,Check Returned,20250212,20250907,20250219,CHECK,M
3K5HZ0PW,JESSICA HARRIS,LIF20 AZ,20220112,R,20211228,1069.02,PA,GTL7283266P,20220614,Kevin,Lopez,1549 OAK ST,Harrisburg,38801,,10000,Semi-Annual,Y,7406,Jessica,Harris,jessica.harris8@insurancecorp.com,KEVINLOPEZ28@email.com,8008510172,,20220112,,20220508,DIR,F
79YUJTWW,EMILY SCOTT,WL10R TX,20241109,R,20240918,4319.46,PA,GTL8486625O,20250321,Megan,Garcia,4926 MAIN ST,Philadelphia,30616,,8000,Monthly,Y,2046,Emily,Scott,emily.scott8@insurancecorp.com,MEGANGARCIA68@email.com,8007042819,RERAT,20241109,,20250316,DIR,F
KDHO1TOL,CHLOE JACKSON,SP500 FL,20240119,C,20231225,1088.94,OH,GTL3676297Q,20241102,William,White,6679 OAK ST,Columbus,51120,,8000,Quarterly,Y,0520,Chloe,Jackson,chloe.jackson7@insurancecorp.com,WILLIAMWHITE19@email.com,8002361533,Credit Card Declined,20240119,20240724,20241002,MAIL,M
